Fiscal_Year,Library,County,AENGLC_Rank,Population_of_Service_Area,Total_Library_Visits,Total_Registered_Borrowers,Percent_of_Residents_with_Library_Cards,Reference_Questions,Total_Circulation,Total_Programs_(Synchronous_+_Prerecorded),Total_Program_Attendance_&_Views,Total_Collection,Total_Operating_Income,Town_Tax_Appropriation_for_Library,Tax_Appropriation_Per_Capita_Served,Wages_&_Salaries_Expenditures,Operating_Expenditures,Operating_Expenditures_Per_Capita,Visits_per_Borrower,References_per_Borrower,Population_Group,Log_Population,Program_Attendance_per_Capita
2019,Old Saybrook - Acton,Middlesex,20.0,10087.0,107173.0,4418.0,0.44,9956.0,114371.0,991.0,13885.0,73368.0,1039686.0,1006063.0,32.224999999999994,478492.0,885002.0,87.7,24.258261656858306,2.25350837483024,Mediana,9.219101877644755,1.376524239119659
2019,Orange - Case,New Haven,31.0,13949.0,88233.0,5260.0,0.38,21508.0,126164.0,338.0,11309.0,90986.0,776204.0,749780.0,53.75,483940.0,923300.0,66.2,16.774334600760458,4.088973384030418,Mediana,9.543234787249512,0.8107391210839486
2019,Oxford,New Haven,65.0,13226.0,80854.0,4175.0,0.32,1682.0,41787.0,397.0,5609.0,31223.0,561564.0,547581.0,41.4,315649.0,544782.0,41.2,19.36622754491018,0.402874251497006,Mediana,9.490015474026047,0.42408891577196434
2019,Plainfield - Aldrich,Windham,152.0,15173.0,18756.0,,,963.0,21889.0,67.0,1525.0,28478.0,71923.0,70219.0,4.63,39631.0,70827.0,4.7,,,Mediana,9.62733871589802,0.10050748039280301
2019,Plainville,Hartford,131.0,17623.0,114140.0,5121.0,0.29,12926.0,136983.0,448.0,11204.0,93067.0,737487.0,649951.0,36.88,462097.0,710402.0,40.3,22.28861550478422,2.524116383518844,Mediana,9.777016888482178,0.6357600862509221
2019,Plymouth - Terryville,Litchfield,145.0,11645.0,38780.0,3074.0,0.26,2093.0,43796.0,299.0,6029.0,68198.0,414590.0,410767.0,35.27,240247.0,385670.0,33.1,12.61548471047495,0.680871828236825,Mediana,9.362718052397065,0.517732932589094
2019,Pomfret,Windham,107.0,4204.0,9766.0,1853.0,0.44,2080.0,16400.0,186.0,2101.0,19611.0,123578.0,112624.0,26.79,83536.0,121325.0,28.9,5.270372369131139,1.1225040474905559,Pequeña,8.344029572407049,0.49976213130352043
2019,Portland,Middlesex,85.0,9305.0,71778.0,4059.0,0.44,4506.0,121199.0,374.0,7823.0,73088.0,718706.0,682798.0,73.38,515626.0,737126.0,79.2,17.683665927568367,1.1101256467110125,Pequeña,9.138414632404594,0.8407307898979044
2019,Preston,New London,120.0,4638.0,11026.0,816.0,0.18,524.0,13541.0,39.0,3953.0,37512.0,185203.0,182795.0,39.41,104279.0,161616.0,34.8,13.512254901960784,0.6421568627450981,Pequeña,8.442254104751743,0.8523070288917637
2019,Prospect,New Haven,99.0,9790.0,33200.0,2850.0,0.29,7200.0,35887.0,258.0,6024.0,46112.0,331838.0,322636.0,32.96,212990.0,332692.0,34.0,11.649122807017545,2.526315789473684,Pequeña,9.189218875354072,0.6153217568947906
2019,Putnam,Windham,151.0,9395.0,56383.0,6066.0,0.65,520.0,76724.0,405.0,11355.0,40569.0,502239.0,493228.0,52.5,309292.0,520965.0,55.5,9.294922518958128,0.08572370590174744,Pequeña,9.148039345778804,1.2086216072378926
2019,Redding - Mark Twain,Fairfield,18.0,9125.0,80100.0,3693.0,0.4,3722.0,122462.0,408.0,12344.0,69901.0,978603.0,539655.0,59.14,513738.0,828141.0,90.8,21.689683184402924,1.007852694286488,Pequeña,9.118882761487347,1.3527671232876712
2019,Ridgefield,Fairfield,10.0,25008.0,266322.0,9914.0,0.4,29221.0,296132.0,270.0,5203.0,92960.0,473641.5,2008299.0,80.31,281623.0,470742.5,37.6,26.86322372402663,2.947448053258019,Mediana,10.126991039065885,0.2080534229046705
2019,Rocky Hill-Cora Belden,Hartford,59.0,20145.0,170806.0,9281.0,0.46,26655.0,259830.0,270.0,5203.0,61503.0,1030223.0,1023350.0,50.8,862067.0,1010888.0,50.2,18.40383579355673,2.871996552095679,Mediana,9.910761036502626,0.2582774882104741
2019,Roxbury - Minor,Litchfield,7.0,2160.0,15161.0,835.0,0.39,4507.0,16093.0,152.0,3754.0,39158.0,259625.0,131907.0,61.07,139087.0,254000.0,37.6,18.15688622754491,5.3976047904191615,Pequeña,7.6783263565068856,1.737962962962963
2019,Salem,New London,98.0,6660.0,32301.0,2081.0,0.5,,34457.0,117.0,1447.0,33495.0,259238.0,240949.0,58.44,116177.0,232669.0,56.4,15.521864488226814,,Pequeña,8.804024902413179,0.21726726726726728
2019,Salisbury - Scoville,Litchfield,9.0,3598.0,50919.0,2220.0,0.62,4793.0,48342.0,348.0,8610.0,29851.0,495719.0,181953.0,50.57,205961.0,439488.0,37.6,22.936486486486487,2.159009009009009,Pequeña,8.188411308079031,2.3929961089494163
2019,Scotland,Windham,144.0,1685.0,8789.0,1473.0,0.87,38.0,7701.0,258.0,1478.0,20571.0,64797.0,50454.0,29.94,37399.0,62784.0,37.3,5.96673455532926,0.025797691785471828,Pequeña,7.430114138561801,0.8771513353115727
2019,Seymour,New Haven,129.0,16509.0,44667.0,6084.0,0.37,3322.0,61452.0,131.0,3849.0,77795.0,683573.0,559805.0,33.91,319779.0,665061.0,40.3,7.341715976331361,0.5460223537146615,Mediana,9.711721536914174,0.23314555696892603
2019,Sharon - Hotchkiss,Litchfield,13.0,2703.0,14410.0,1090.0,0.4,785.0,13142.0,88.0,2178.0,14381.0,362547.0,70000.0,25.9,141348.0,397120.0,37.6,13.220183486238533,0.7201834862385321,Pequeña,7.902487437162855,0.8057713651498335
2019,Shelton - Plumb,Fairfield,56.0,41097.0,125992.0,11329.0,0.28,12514.0,189172.0,808.0,14098.0,124033.0,1134279.0,1116841.0,27.18,960000.0,1231981.0,30.0,11.121193397475505,1.1045988171948098,Mediana,10.623714737499816,0.343042071197411
2019,Sherman,Fairfield,15.0,3614.0,18239.0,1390.0,0.38,1141.0,24950.0,321.0,4568.0,26899.0,298636.0,157500.0,43.58,143820.0,304120.0,84.2,13.12158273381295,0.820863309352518,Pequeña,8.192847134592865,1.263973436635307
2019,Simsbury,Hartford,45.0,24979.0,56297.0,14327.0,0.57,5832.0,455069.0,270.0,5203.0,122781.0,1803452.0,1591923.0,63.73,1147674.0,2039959.0,81.7,3.9294339359251764,0.4070635862357786,Mediana,10.125830783679568,0.20829496777292927
2019,Somers,Tolland,126.0,10834.0,60457.0,3513.0,0.32,1960.0,63082.0,458.0,4936.0,67483.0,511713.0,468255.0,43.22,305632.0,607853.0,56.1,17.20950754341019,0.5579276971249644,Mediana,9.29053691397046,0.45560273213956065
2019,South Windsor,Hartford,68.0,26054.0,196051.0,8647.0,0.33,15671.0,225888.0,597.0,10517.0,160845.0,1720187.0,1682421.0,64.57,856425.0,1588618.0,61.0,22.672718862033076,1.8123048456111945,Mediana,10.167964967343314,0.40366162585399556
2019,Southbury,New Haven,57.0,19656.0,176641.0,8517.0,0.43,8811.0,279855.0,615.0,16819.0,109371.0,757191.0,678222.0,34.5,573503.0,1008413.0,51.3,20.73981448866972,1.034519196900317,Mediana,9.8861887879578,0.8556674806674807
2019,Southington,Hartford,94.0,43807.0,202680.0,19272.0,0.44,5832.0,380288.0,871.0,17373.0,95229.0,1414757.0,1399068.0,31.94,1055671.0,1924903.0,43.9,10.51681195516812,0.3026151930261519,Mediana,10.687571728088175,0.39658045517839613
2019,Sprague,New London,148.0,2889.0,4319.0,682.0,0.24,190.0,5935.0,176.0,1141.0,14015.0,75048.0,74250.0,25.7,61565.0,70539.0,24.4,6.332844574780059,0.2785923753665689,Pequeña,7.969011781106478,0.39494634821737623
2019,Stafford,Tolland,141.0,11884.0,74522.0,3881.0,0.33,4037.0,62727.0,408.0,6510.0,53889.0,603504.0,541761.0,45.59,317158.0,569237.0,47.9,19.20175212574079,1.0401958258180881,Mediana,9.383032379794294,0.5477953550992931
2019,Stamford - Ferguson,Fairfield,26.0,13145.0,56297.0,5261.0,0.38,5832.0,80777.5,270.0,5203.0,58039.0,473641.5,386715.0,64.73,281623.0,470742.5,78.5,10.700817335107393,1.1085344991446493,Mediana,9.483872808823522,0.39581589958158997
2019,Sterling,Windham,155.0,3780.0,5481.0,1539.0,0.41,625.0,22446.0,56.0,868.0,35393.0,72980.0,72010.0,19.05,50389.0,80821.0,21.4,3.56140350877193,0.4061078622482131,Pequeña,8.237743803890933,0.22962962962962963
2019,Stonington,New London,35.0,18449.0,70713.0,3487.0,0.19,6013.0,43278.0,596.0,9854.0,31531.0,546389.0,171159.0,9.28,306838.0,521740.0,28.3,20.279036420992256,1.7244049326068254,Mediana,9.822819649468673,0.5341210905740148
2019,Stratford,Fairfield,114.0,51967.0,210426.0,5261.0,0.72,5832.0,315960.0,270.0,5203.0,136328.0,473641.5,386715.0,59.38,281623.0,470742.5,63.2,39.99733890895267,1.1085344991446493,Grande,10.85838342352135,0.1001212307810726
2019,Suffield - Kent,Hartford,93.0,15743.0,63220.0,3605.0,0.23,1348.0,65269.0,547.0,8214.0,51479.0,599335.0,487479.0,30.96,397627.0,600970.0,38.2,17.536754507628295,0.3739251040221914,Mediana,9.664214619292034,0.5217557009464524
2019,Thomaston,Litchfield,134.0,7560.0,50000.0,2581.0,0.34,7000.0,47725.0,480.0,8785.0,45964.0,508819.0,462123.0,61.13,239434.0,476910.0,63.1,19.37233630375823,2.7121270825261528,Pequeña,8.93075873555827,1.162037037037037
2019,Thompson,Windham,137.0,9395.0,49174.0,4253.0,0.45,14485.0,56764.0,353.0,7805.0,58369.0,377798.0,372844.0,39.69,278008.0,367553.0,39.1,11.562191394309899,3.4058311779920056,Pequeña,9.148039345778804,0.8307610431080362
2019,Tolland,Tolland,81.0,14655.0,97098.0,4905.0,0.33,7207.0,99179.0,410.0,6172.0,71604.0,446347.0,417417.0,28.48,367810.0,645793.0,44.1,19.79571865443425,1.4693170234454638,Mediana,9.592605086913911,0.4211531900375299
2019,Torrington,Litchfield,153.0,34228.0,61934.0,12589.0,0.37,30000.0,75490.0,292.0,7433.0,60977.0,794814.0,25000.0,0.73,452556.0,749590.0,21.9,4.919691794423703,2.3830328064183015,Mediana,10.440828516957847,0.217161388337034
2019,Trumbull,Fairfield,41.0,35802.0,240639.0,18041.0,0.5,20004.0,445302.0,988.0,18825.0,158810.0,1867842.0,1603301.0,44.78,1302348.0,1867842.0,52.2,13.338451305360014,1.1088077157585499,Mediana,10.485786967760543,0.5258086140439081
2019,Union,Tolland,74.0,840.0,2500.0,325.0,0.39,22.0,3418.0,36.0,833.0,17283.0,39342.0,37445.0,44.58,17645.0,37405.0,44.5,7.6923076923076925,0.06769230769230769,Pequeña,6.734591659972948,0.9916666666666667
2019,Vernon - Rockville,Tolland,138.0,29303.0,65109.0,8618.0,0.29,5940.0,87749.0,297.0,7073.0,64061.0,709155.0,677185.0,23.11,464470.0,637545.0,21.8,7.555001160362033,0.6892550475748433,Mediana,10.28547930445865,0.2413746032829403
2019,Voluntown,New London,130.0,2535.0,6869.0,1303.0,0.51,87.0,11305.0,57.0,457.0,20675.0,70130.0,70000.0,27.61,43875.0,62531.0,24.7,5.27168073676132,0.06676899462778205,Pequeña,7.8383433155571165,0.18027613412228796
2019,Wallingford,New Haven,92.0,44535.0,56297.0,21001.0,0.47,5832.0,80777.5,925.0,21647.0,58039.0,473641.5,386715.0,69.3,281623.0,470742.5,74.5,2.6806818722917956,0.2777010618541974,Mediana,10.704053129863343,0.48606713820590547
2019,Warren,Litchfield,12.0,1399.0,3054.0,386.0,0.28,80.0,9397.0,195.0,2320.0,13495.0,57096.0,29000.0,20.73,40138.0,58162.0,41.6,7.9119170984455955,0.20725388601036268,Pequeña,7.24422751560335,1.6583273766976412
2019,Washington - Gunn,Litchfield,5.0,3434.0,44266.0,1643.0,0.48,3140.0,38648.0,241.0,8111.0,54555.0,594898.0,174000.0,50.67,259647.0,531365.0,37.6,26.942178940961657,1.9111381618989653,Pequeña,8.14177220465645,2.3619685497961562
2019,Waterbury - Silas Bron.,New Haven,167.0,13145.0,222806.0,25049.0,0.23,18933.0,146151.0,785.0,9151.0,58039.0,2367227.0,2260667.0,20.91,1368681.0,2335425.0,21.6,8.894806179887421,0.7558385564293983,Mediana,9.483872808823522,0.696158235070369
2019,Waterford,New London,36.0,18887.0,148748.0,6938.0,0.37,30168.0,193363.0,480.0,13437.0,80905.0,1142932.0,1021579.0,54.09,897781.0,1421527.0,75.3,21.439607956183337,4.3482271547996545,Mediana,9.846282078765348,0.7114417324085349
2019,Watertown,Litchfield,110.0,21641.0,72895.0,12312.0,0.57,5832.0,61620.0,38.0,934.0,84374.0,762388.0,750000.0,34.66,376207.0,762028.0,35.2,5.920646523716699,0.47368421052631576,Mediana,9.982391150131594,0.043158818908553206
2019,West Hartford,Hartford,50.0,13145.0,56297.0,5261.0,0.42,5832.0,80777.5,270.0,5203.0,209231.0,473641.5,386715.0,52.22,281623.0,470742.5,48.5,10.700817335107393,1.1085344991446493,Mediana,9.483872808823522,0.39581589958158997
2019,West Haven,New Haven,159.0,54879.0,186623.0,15600.0,0.28,17428.0,111186.0,270.0,11372.0,122563.0,1607259.0,1521000.0,27.72,950202.0,1590544.0,29.0,11.963012820512821,1.1171794871794871,Grande,10.912904262399767,0.2072195193061098
2019,Westbrook,Middlesex,25.0,6914.0,39300.0,3281.0,0.47,9914.0,36185.0,736.0,8857.0,56651.0,478365.0,447214.0,64.68,301976.0,465629.0,67.3,11.97805547089302,3.0216397439804936,Pequeña,8.841448244098858,1.2810240092565808
2019,Weston,Fairfield,6.0,10247.0,68982.0,3552.0,0.35,7800.0,70495.0,752.0,8288.0,50003.0,498670.0,489441.0,47.76,336239.0,579559.0,56.6,19.42060810810811,2.195945945945946,Mediana,9.234837843576571,0.8088220942714941
2019,Westport,Fairfield,4.0,28115.0,183198.0,16093.0,0.57,5832.0,310774.0,270.0,5203.0,112987.0,473641.5,386715.0,32.224999999999994,281623.0,470742.5,37.6,11.38370720188902,0.36239358727397003,Mediana,10.244094088295796,0.18506135514849725
2019,Wethersfield,Hartford,106.0,26082.0,157110.0,9834.0,0.38,38708.0,314758.0,448.0,11152.0,109091.0,2015343.0,1959135.0,75.11,1092673.0,1912450.0,73.3,15.97620500305064,3.936139922717104,Mediana,10.169039040099916,0.42757457250210873
2019,Willington,Tolland,123.0,5887.0,38622.0,4237.0,0.72,16957.0,61925.0,139.0,18928.0,50362.0,199551.0,185189.0,31.46,90959.0,276162.0,46.9,9.115411848005664,4.002124144441822,Pequeña,8.680671660408713,3.215219976218787
2019,Wilton,Fairfield,8.0,18397.0,256728.0,9608.0,0.52,35019.0,259968.0,851.0,5203.0,141643.0,473641.5,386715.0,32.224999999999994,281623.0,470742.5,37.6,26.72023313905079,3.64477518734388,Mediana,9.819997242037102,0.28281785073653315
2019,Winchester - Beardsley,Litchfield,146.0,15684.0,21026.0,6631.0,0.62,1533.0,54716.0,276.0,7038.0,36193.0,401226.0,270259.0,25.36,160815.0,377048.0,35.4,3.170864123058362,0.231186849645604,Mediana,9.660460120624778,0.44873756694720734
2019,Windham - Guilford Sm,Windham,168.0,,2930.0,180.0,0.01,,3786.0,150.0,1071.0,11309.0,28286.0,0.0,0.0,34470.0,65000.0,2.6,16.27777777777778,,,,
2019,Windham - Willimantic,Windham,168.0,24706.0,59511.0,3529.0,0.14,,31113.0,257.0,5668.0,48881.0,559037.0,557320.0,22.56,450900.0,559656.0,22.7,16.863417398696516,,Mediana,10.11484188327536,0.2294179551525945
2019,Windham - Windham Free,Windham,168.0,,9100.0,555.0,0.02,751.0,10513.0,66.0,1752.0,6572.0,66114.0,48455.0,1.96,27831.0,59541.0,2.4,16.396396396396398,1.353153153153153,,,
2019,Windsor,Hartford,90.0,28760.0,254089.0,10161.0,0.35,5832.0,250891.0,929.0,14668.0,148063.0,1711074.0,1640776.0,57.05,939820.0,1666850.0,58.0,25.006298592658204,0.5739592559787422,Mediana,10.266775581745106,0.5100139082058415
2019,Windsor Locks,Hartford,104.0,12876.0,,4100.0,0.32,,63099.0,231.0,3574.0,54388.0,512494.0,482268.0,37.45,294704.0,502634.0,39.0,,,Mediana,9.463198053273784,0.2775706741223983
2019,Wolcott,New Haven,124.0,16649.0,50979.0,3341.0,0.2,2307.0,50520.0,268.0,4668.0,65232.0,376204.0,369174.0,22.17,188650.0,293668.0,17.6,15.258605208021551,0.6905118228075426,Mediana,9.72016549540859,0.28037719983182174
2019,Woodbridge,New Haven,28.0,8805.0,111211.0,4371.0,0.5,2705.0,148971.0,460.0,8168.0,82668.0,816318.0,775515.0,32.224999999999994,542256.0,1004972.0,37.6,25.44291924044841,0.6188515213909861,Pequeña,9.0831885863157,0.9276547416240772
2019,Woodbury,Litchfield,49.0,9537.0,96994.0,3985.0,0.42,1295.0,108740.0,540.0,11775.0,91744.0,672418.0,642915.0,67.41,444933.0,645208.0,67.7,24.33977415307403,0.32496863237139273,Pequeña,9.16303909885817,1.2346649889902486
2019,Woodstock - Bracken,Windham,109.0,7862.0,6500.0,2000.0,0.25,5000.0,6934.0,53.0,620.0,16826.0,15300.0,15300.0,1.95,4750.0,13543.0,1.7,3.25,2.5,Pequeña,8.969923491991516,0.07886034088018316
2019,Woodstock - May,Windham,109.0,,2015.0,600.0,0.08,,3347.0,20.0,364.0,11617.0,29184.0,27019.0,3.44,9525.0,23069.0,2.9,3.3583333333333334,,,,
2019,Woodstock - West,Windham,109.0,,4131.0,700.0,0.09,4.0,15205.0,120.0,2870.0,10342.0,34297.0,29222.0,3.72,17116.0,30876.0,3.9,5.901428571428571,0.005714285714285714,,,
2020,Andover,Tolland,108.0,3236.0,6060.0,3177.0,0.98,457.0,12026.0,148.0,1803.0,23088.0,104115.0,102680.0,31.73,71800.0,90249.0,27.9,1.9074598677998111,0.14384639597104187,Pequeña,8.082402253926244,0.5571693448702101
2020,Ansonia,New Haven,163.0,18654.0,31500.0,5585.0,0.3,7750.0,27750.0,121.0,2372.0,70801.0,502116.0,480092.0,25.74,407610.0,497192.0,26.7,5.640107430617726,1.387645478961504,Mediana,9.833869485655258,0.12715771416318217
2020,Ashford-Babcock,Windham,127.0,4255.0,9306.0,1419.0,0.33,400.0,25837.0,308.0,2272.0,41727.0,191201.0,185000.0,43.48,116456.0,163422.0,38.4,6.558139534883721,0.28188865398167723,Pequeña,8.35608503102148,0.5339600470035253
2020,Avon,Hartford,23.0,18276.0,127172.0,8257.0,0.45,21174.0,217594.0,270.0,5203.0,110177.0,1852575.0,1720491.0,32.224999999999994,1030900.0,1849180.0,37.6,15.401719752936902,2.564369625772072,Mediana,9.813398717754442,0.28469030422411906
2020,Beacon Falls,New Haven,120.0,6222.0,7585.0,1363.0,0.22,892.0,12952.0,201.0,3635.0,16756.0,195535.0,192364.0,30.92,131506.0,228824.0,36.8,5.564930300807044,0.6544387380777696,Pequeña,8.736007384569218,0.5842172934747669
2020,Berlin - East Berlin,Hartford,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020,Berlin-Peck,Hartford,60.0,20436.0,61398.0,7174.0,0.35,19692.0,160662.0,591.0,14911.0,92033.0,1073620.0,1040632.0,50.92,646541.0,1068253.0,52.3,8.558405352662392,2.744912182882632,Mediana,9.925102262508537,0.7296437659033079
2020,Bethany - Clark,New Haven,54.0,5548.0,7646.0,1871.0,0.34,,31016.0,314.0,2837.0,35228.0,330549.0,292604.0,52.74,141518.0,273078.0,49.2,4.086584714056654,,Pequeña,8.621373010325902,0.5113554434030281
2020,Bethel,Fairfield,71.0,19800.0,96163.0,6287.0,0.32,8043.0,110297.0,779.0,9421.0,108184.0,894975.0,874900.0,44.19,584100.0,1108371.0,56.0,15.295530459678702,1.279306505487514,Mediana,9.893487720457795,0.4758080808080808
2020,Bethlehem,Litchfield,77.0,3402.0,6180.0,2797.0,0.82,1330.0,9009.0,47.0,559.0,18666.0,139957.0,131500.0,38.65,98768.0,122592.0,36.0,2.209510189488738,0.4755094744368967,Pequeña,8.132412674500905,0.1643151087595532
2020,Bloomfield - Prosser,Hartford,82.0,21211.0,99587.0,6580.0,0.31,21264.0,154625.0,864.0,13834.0,124078.0,1889432.0,1865881.0,32.224999999999994,1380733.0,1882132.0,88.7,15.134802431610943,3.2316109422492403,Mediana,9.962322338257021,0.6522087596058649
2020,Bolton - Bentley,Tolland,75.0,4884.0,23319.0,1434.0,0.29,2063.0,27143.0,114.0,1192.0,45965.0,276086.0,273899.0,56.08,228055.0,294205.0,60.2,16.261506276150627,1.4386331938633194,Pequeña,8.493924564476883,0.24406224406224405
2020,Branford - Blackstone,New Haven,42.0,27900.0,64628.0,9971.0,0.36,5832.0,208193.0,492.0,6159.0,62278.0,1665500.0,1443962.0,51.75,901760.0,1566385.0,56.1,6.48159663022766,0.5848961989770334,Mediana,10.236417809461043,0.22075268817204302
2020,Branford - Willoughby,New Haven,42.0,,20192.0,1348.0,0.05,,24061.0,125.0,2538.0,22120.0,247233.0,230834.0,8.27,197771.0,249451.0,8.9,14.979228486646884,,,,
2020,Bridgeport,Fairfield,165.0,13145.0,176224.0,20494.0,0.14,5832.0,157761.0,884.0,13510.0,58039.0,473641.5,386715.0,53.69,281623.0,470742.5,42.9,8.598809407631501,0.2845710939787255,Mediana,9.483872808823522,1.0277672118676302
2020,Bridgewater - Burnham,Litchfield,11.0,1635.0,10979.0,648.0,0.4,175.0,11403.0,226.0,2974.0,29858.0,164307.0,120000.0,73.39,111370.0,171961.0,37.6,16.942901234567902,0.2700617283950617,Pequeña,7.400009517162692,1.818960244648318
2020,Bristol,Hartford,142.0,13145.0,168232.0,17740.0,0.3,22671.0,266729.0,270.0,5203.0,58039.0,2358378.0,386715.0,38.07,281623.0,470742.5,65.5,9.483201803833145,1.2779594137542278,Mediana,9.483872808823522,0.39581589958158997
2020,Brookfield,Fairfield,38.0,16973.0,76137.0,8202.0,0.48,2493.0,101117.0,709.0,12018.0,61372.0,822630.0,807361.0,47.57,574845.0,803258.0,47.3,9.282735918068763,0.3039502560351134,Mediana,9.739438040529622,0.7080657514876568
2020,Brooklyn,Windham,148.0,8272.0,3231.0,3920.0,0.47,394.0,10695.0,3.0,36.0,12128.0,143516.0,143117.0,17.3,85937.0,127101.0,15.4,0.824234693877551,0.10051020408163265,Pequeña,9.020752479190183,0.004352030947775629
2020,Burlington,Hartford,63.0,9704.0,23036.0,3138.0,0.32,1328.0,58637.0,198.0,2224.0,49980.0,352082.0,346881.0,35.75,268627.0,490016.0,50.5,7.340981516889738,0.42319949012109626,Pequeña,9.18039649560311,0.2291838417147568
2020,Canaan - David Hunt,Litchfield,40.0,1053.0,7440.0,479.0,0.45,450.0,8827.0,96.0,3657.0,24161.0,153348.0,48750.0,46.3,79771.0,153348.0,37.6,15.532359081419624,0.9394572025052192,Pequeña,6.960347729101308,3.472934472934473
2020,Canterbury,Windham,136.0,5079.0,15410.0,2160.0,0.43,2322.0,23626.0,330.0,2671.0,18577.0,137118.0,128817.0,25.36,104343.0,139236.0,27.4,7.1342592592592595,1.075,Pequeña,8.533066540572527,0.5258909234101201
2020,Canton,Hartford,49.0,10254.0,56178.0,3930.0,0.38,3987.0,101716.0,364.0,6099.0,73150.0,635954.0,605695.0,59.07,491763.0,628245.0,61.3,14.294656488549618,1.0145038167938931,Mediana,9.235520670506482,0.5947922761849035
2020,Chaplin,Windham,132.0,2239.0,4051.0,1794.0,0.8,518.0,5597.0,116.0,1404.0,22048.0,73691.0,73510.0,32.83,39294.0,74495.0,33.3,2.258082497212932,0.2887402452619844,Pequeña,7.7142311448490855,0.6270656543099598
2020,Cheshire,New Haven,78.0,28937.0,155253.0,13533.0,0.47,14065.0,291930.0,560.0,14258.0,107222.0,1830235.0,1758997.0,60.79,1474203.0,1811850.0,62.6,11.472179117712258,1.0393113130865292,Mediana,10.272910889297027,0.4927255762518575
2020,Chester,Middlesex,66.0,4213.0,7588.0,1388.0,0.33,812.0,13636.0,106.0,872.0,16051.0,160840.0,156426.0,37.13,101718.0,162094.0,38.5,5.46685878962536,0.5850144092219021,Pequeña,8.346167594364134,0.20697840018988845
2020,Clinton - Henry C. Hull,Middlesex,69.0,12925.0,123500.0,9731.0,0.75,40300.0,128355.0,915.0,21366.0,68997.0,869720.0,749820.0,58.01,540339.0,920724.0,71.2,12.691398622957559,4.141403761175624,Mediana,9.46699606582284,1.6530754352030947
2020,Colchester - Cragin,New London,76.0,15809.0,92580.0,5742.0,0.36,6685.0,114155.0,601.0,11743.0,74740.0,749308.0,728082.0,46.05,436654.0,737332.0,46.6,16.12330198537095,1.1642284918146988,Mediana,9.668397930203518,0.7428047314820672
2020,Columbia - S.B. Little,Tolland,94.0,5379.0,15633.0,3475.0,0.65,,40523.0,350.0,6486.0,67364.0,422690.0,399265.0,74.23,243013.0,422690.0,78.6,4.498705035971223,,Pequeña,8.59044365315583,1.2058003346346904
2020,Cornwall,Litchfield,15.0,1362.0,23839.0,1597.0,0.46,800.0,15324.0,342.0,5431.0,27990.0,168221.0,55000.0,40.38,70298.0,163100.0,37.6,14.927363807138384,0.5009392611145899,Pequeña,7.217443431696533,3.987518355359765
2020,Coventry - Booth Dim,Tolland,107.0,12407.0,26173.0,6071.0,0.49,5424.0,58653.0,400.0,7088.0,43489.0,513573.0,500550.0,40.34,322956.0,503057.0,40.5,4.311151375391204,0.8934277713720968,Mediana,9.426096704856375,0.5712904005803175
2020,Cromwell,Middlesex,80.0,13839.0,40000.0,6120.0,0.44,1706.0,94450.0,295.0,5232.0,58753.0,597141.0,594581.0,42.96,436163.0,550721.0,39.8,6.5359477124183005,0.27875816993464053,Mediana,9.535318229171661,0.378061998699328
2020,Danbury,Fairfield,124.0,13145.0,221882.0,5261.0,0.32,27955.0,307720.0,270.0,5203.0,104636.0,2359033.0,2239555.0,26.44,281623.0,1881806.0,22.2,42.17487169739593,5.313628587720966,Mediana,9.483872808823522,0.39581589958158997
2020,Darien,Fairfield,3.0,21728.0,229935.0,12430.0,0.57,42049.0,80777.5,270.0,5203.0,126054.0,473641.5,386715.0,32.224999999999994,281623.0,470742.5,37.6,18.49839098954143,3.382864038616251,Mediana,9.986403052863436,0.23946060382916054
2020,Deep River,Middlesex,67.0,4443.0,25175.0,1919.0,0.43,2000.0,18599.0,232.0,5464.0,27867.0,229580.0,217854.0,49.03,120665.0,210978.0,47.5,13.118811881188119,1.0422094841063054,Pequeña,8.39931015075952,1.2297996848975916
2020,Derby,New Haven,156.0,12339.0,23500.0,2784.0,0.23,3453.0,28197.0,392.0,5155.0,71338.0,540943.0,493941.0,40.03,316324.0,456212.0,37.0,8.441091954022989,1.240301724137931,Mediana,9.42060129745938,0.4177810195315666
2020,Derby - Derby Neck,New Haven,156.0,,34412.0,1760.0,0.14,6563.0,24471.0,639.0,9726.0,70111.0,673837.0,0.0,,316985.0,586830.0,47.6,19.552272727272726,3.7289772727272728,,,
2020,Durham,Middlesex,50.0,7165.0,52571.0,3238.0,0.45,1764.0,104933.0,368.0,5268.0,58008.0,560555.0,527464.0,73.62,360402.0,610511.0,85.2,16.235639283508338,0.544780728844966,Pequeña,8.8771028978649,0.7352407536636427
2020,East Granby,Hartford,64.0,5140.0,33411.0,2793.0,0.54,1661.0,31021.0,332.0,4200.0,39710.0,281893.0,209000.0,40.66,159031.0,269416.0,52.4,11.962406015037594,0.5947010383100608,Pequeña,8.545002892055505,0.8171206225680934
2020,East Haddam,Middlesex,89.0,8997.0,27072.0,3571.0,0.4,915.0,47104.0,299.0,3993.0,43961.0,405659.0,328664.0,36.53,252748.0,374320.0,41.6,7.581069728367404,0.25623074768972276,Pequeña,9.104757609401117,0.44381460486828944
